signal,decision,stop_index,stop_date,stop_time_years,evidence_at_stop,posterior_mean_at_stop,posterior_dead_at_stop,calibration_months,validation_months,monthly_sigma,validation_increment_mean,validation_increment_variance_over_dt,validation_lag1_autocorr,holdout_months,holdout_mean_return_percent,holdout_t_stat,decision_label,first_date,last_date
IndMom,1,35,1982-12-31,2.9166666666666665,3.441180119253012,0.13847699739192865,0.5889386174645707,120,240,2.2253959159135595,0.05910451027704862,1.2849134126421144,0.3901677561270259,120,0.10727008332450136,0.618495707194034,activate,1970-01-30,2020-12-31
IndRetBig,1,11,1980-12-31,0.9166666666666666,3.8135946534726495,0.16764603711161424,0.5197754632596177,120,240,2.7948200599504953,0.24785188416751497,1.5858223491190058,0.1825609939274665,120,1.9187978402562644,8.237909523210321,activate,1970-01-30,2020-12-31
IntMom,1,26,1982-03-31,2.1666666666666665,3.504438402996834,0.1456804400508763,0.5702942937936026,120,240,5.027724692392275,0.1166247135788827,1.1510268097503102,-0.02174518919443023,120,2.2189748993307306,4.594066364775585,activate,1970-01-30,2020-12-31
IntanBM,-1,117,1989-10-31,9.75,2.234777926846118,0.06077725728872336,0.7758601589274217,120,240,4.374774412748734,0.0033351559044082356,0.3690523582458894,0.25171705831436647,120,-0.01799292575868076,-0.07916390359492598,reject,1970-01-30,2020-12-31
IntanCFP,1,94,1987-11-30,7.833333333333333,3.4732377621443593,0.11114869861028026,0.6714665171910824,120,240,3.6991109177897536,0.014236800464785905,0.5550194981703783,0.24459429337419428,120,0.06746678951437812,0.32570589217497536,activate,1970-01-30,2020-12-31
IntanEP,-1,115,1989-08-31,9.583333333333332,1.8156110192200834,0.04898233102423339,0.7918015316635291,120,240,3.356967604344729,0.00725188428696971,0.4911569089600449,0.16809192515030086,120,0.1099192847657176,0.5777245266933868,reject,1970-01-30,2020-12-31
IntanSP,-1,68,1985-09-30,5.666666666666666,0.8976592278708037,0.029749060892649438,0.7707833314697257,120,240,5.043288135035789,0.007438200345549569,0.5527855059028551,0.10006781562225771,120,0.03247149177623676,0.08651821066525858,reject,1970-01-30,2020-12-31
InvGrowth,1,37,1983-02-28,3.083333333333333,3.528176486898022,0.1408452762946588,0.5854080898938534,120,240,2.502168318871728,0.12293064052366891,1.3737886608846452,0.11208586435796229,120,0.8232683874014991,3.278847716705221,activate,1970-01-30,2020-12-31
InvestPPEInv,1,31,1982-08-31,2.583333333333333,3.9252884207128655,0.16107070635570722,0.5421735038041886,120,240,1.9118857712159423,0.1363191656816292,1.0322941961086123,0.050798157390208064,120,0.7746991712154775,3.967110453033924,activate,1970-01-30,2020-12-31
Investment,-1,67,1985-08-30,5.583333333333333,0.7462055844618443,0.024525269765914737,0.7730349275746519,120,240,1.9192214520232382,0.04406267533381349,1.8667718085433962,0.18766249708124885,120,0.24762111951786675,1.4895597065929669,reject,1970-01-30,2020-12-31
